fancyname;category;company;purchases;ads;usersinteract;age_rating;Downloads;price;rating;numberreviews;five;four;three;two;one
UV Flashlight Camera Simulator;simulation;yami apps;0;1;0;7;100000;0;1.9;945;21;7;7;5;100
Juice Jam - Puzzle Game & Free Match 3 Games;puzzle;jam city, inc.;1;1;0;0;10000000;0;4.5;358069;100;27;8;2;4
Block Puzzle King;puzzle;mobirix;0;1;1;0;10000000;0;4.4;85554;100;24;12;3;6
Millions;trivia;quiz & trivia games;0;1;0;0;100000;0;4.0;674;100;21;30;8;20
Euro Farm Simulator: Chicken;simulation;game mavericks;0;1;0;0;500000;0;3.9;3707;100;22;13;5;27
Egg Farm - Chicken Farming;simulation;zing mine games production;0;1;0;0;100000;0;3.3;991;100;13;9;7;67
4 in a row : Connect 4 Multiplayer;board;playzio;0;1;0;0;10000;0;4.1;158;100;27;6;7;20
High School Girl Virtual Sports Day Game For Girls;simulation;giochi studios;1;1;0;0;500000;0;3.0;2769;95;21;10;18;100
Merchant;role playing;retora game studios;1;1;0;0;1000000;0;4.4;45337;100;24;10;5;8
VR City View Rope Crossing - VR Box App;adventure;appteeka vr games;1;1;0;12;100000;0;3.3;659;100;13;24;15;68
VR - MTB Downhill bicycle racing : VR Bicycling;simulation;rationalverx games studio;0;1;0;0;100000;0;3.1;341;100;16;19;16;90
Skiing Adventure VR;simulation;appteeka vr games;1;1;0;0;100000;0;3.2;649;100;40;18;21;89
Love Tester - Find Real Love;casual;famobi;0;1;0;0;1000000;0;3.3;14114;100;19;15;16;69
Necromancer Story;role playing;achro games;1;1;0;12;1000000;0;4.4;45684;100;14;7;4;9
Pixel Summoner;role playing;halfup;0;1;0;0;100000;0;4.4;352;100;25;8;4;8
Kai Chronicles;role playing;lsi, s.a.;0;0;0;0;100000;0;4.7;5777;100;10;4;2;3
Don't get fired!;role playing;quickturtle co., ltd.;1;1;0;0;1000000;0;4.4;410401;100;30;11;3;7
Retro Fish Chef;simulation;soonsoon;1;1;1;0;100000;0;4.2;6484;100;22;18;5;12
Griblers: offline RPG / strategy game;role playing;grumpy games;1;0;0;0;100000;0;4.5;8091;100;13;6;2;6
Happy Sandwich Cafe;simulation;nicobit;0;1;0;0;500000;0;4.6;34765;100;22;8;1;3
Dream Hospital - Health Care Manager Simulator;simulation;lab cave games;1;1;0;0;1000000;0;4.0;27137;100;28;18;9;22
Dungeon Village;arcade;kairosoft co.,ltd;0;1;0;7;100000;4.99;4.6;13162;100;16;5;1;3
Tiny Dentist;role playing;fantastoonic;0;1;0;0;50000;0;4.1;661;100;19;12;8;20
Mr. Square - Create and solve puzzles!;puzzle;ludic side;1;1;0;0;1000000;0;4.6;38332;100;24;4;1;2
Little Panda's Bake Shop : Bakery Story;educational;babybus kids games;1;1;0;0;5000000;0;4.2;35659;100;13;8;5;16
Backgammon Plus;board;zynga;1;1;0;12;5000000;0;3.9;451095;100;8;5;2;37
Smarty Bubble Shooter Free;casual;famobi;1;1;0;0;100000;0;4.4;702;100;23;10;1;10
SUPER PADS TILES � Your music GAME!;music;opala studios;1;1;0;0;100000;0;3.9;2883;100;24;19;8;29
Drum set;music;nullapp;0;1;0;0;10000000;0;4.3;97161;100;19;13;5;11
Speed Racing game for Kids;racing;abuzz;1;1;0;0;1000000;0;4.2;2114;100;15;8;4;17
Baby Care;casual;mmegames;0;1;0;0;100000;0;3.7;218;100;15;15;15;32
Little princess;casual;mmegames;0;1;0;0;100000;0;3.3;1933;100;23;29;7;77
Car Transport Ship Simulator 3d: car parking games;simulation;absomech;1;1;0;0;500000;0;3.5;1517;100;19;19;21;50
Open 100 Doors - Puzzle;puzzle;bonbeart games;0;1;0;0;1000000;0;4.2;19263;100;20;12;5;13
Solitaire Classic;card;solitaire classic ltd.;0;1;0;0;5000000;0;4.4;28297;100;29;11;2;7
Simon Tatham's Puzzles;puzzle;chris boyle;0;0;0;0;100000;0;4.7;942;100;6;3;2;3
Crazy Kitchen: Match 3 Puzzles;puzzle;zynga;1;1;0;0;10000000;0;4.8;456294;100;9;2;0;1
Don't Tap The White Tile 8;casual;tong xuanrui;0;0;0;0;100000;0;3.6;3774;100;16;7;11;49
Dogs Jigsaw Puzzles Game - For Kids & Adults <U+0001F436>;educational;app family kids - games for boys and girls;1;1;0;0;5000000;0;4.6;34526;100;12;4;1;5
Gold Miner Deluxe;arcade;senspark co., ltd;1;1;0;0;1000000;0;4.1;19379;100;22;15;7;15
Countdown Numbers & Letters 2;word;cadev games;1;1;0;0;50000;0;4.4;1083;100;60;11;5;3
Parker & Lane: Criminal Justice;casual;gamehouse;1;1;0;12;1000000;0;4.2;13319;100;19;12;5;13
House Flip;simulation;fun-gi;1;1;0;0;1000000;0;4.2;86644;100;31;12;5;12
Express Oh: Coffee Brewing Game;simulation;bootjet games inc.;1;1;0;0;10000;0;4.0;220;100;40;14;11;18
Dr. Cares - Amy's Pet Clinic <U+0001F408> <U+0001F415>;casual;gamehouse;1;1;0;0;500000;0;4.5;7868;100;13;7;3;7
Rhythmic Gymnastics Dream Team: Girls Dance;role playing;coco play by tabtale;1;1;0;12;1000000;0;4.2;33752;100;17;10;5;17
Number Chain - Logic Puzzle;puzzle;ecapyc inc.;1;1;0;0;500000;0;4.2;1601;100;31;13;4;13
Fashion Fever 2 - Top Models and Looks Styling;simulation;tapps games;1;1;0;0;1000000;0;4.3;21096;100;22;11;4;12
Baby Twins - Newborn Care;casual;tabtale;1;1;0;0;10000000;0;3.8;84856;100;14;12;10;32
Neighbor Romance - Dating Simulator;simulation;pretty teen games;1;1;0;12;100000;0;3.3;3905;100;20;19;16;67
The Human Age;puzzle;noodlecake studios inc;1;1;0;0;100000;0;4.3;2206;100;26;11;4;10
<U+0001F40E> Horse Care - Mane Braiding;casual;girl games - vasco games;1;1;0;0;1000000;0;4.2;19811;100;17;12;4;14
Street Food Kitchen Chef - Cooking Game;casual;girl games - vasco games;1;1;0;0;5000000;0;4.0;3567;100;10;11;7;26
Fashion Tailor Shop - Clothes Maker Boutique;casual;girl games - vasco games;1;1;0;0;100000;0;3.7;961;100;10;15;5;43
Bomb Kit;simulation;wardepot.com;0;0;0;0;50000;0;4.4;830;100;15;9;1;10
Snake Xenzia Rewind 97 Retro;arcade;hala games;1;1;0;0;1000000;0;4.0;58;100;14;10;6;25
Bright Bugz;casual;superlamegames;1;0;0;0;100000;0;4.0;1384;100;18;7;6;24
The Mammoth: A Cave Painting;adventure;inbetweengames;0;0;0;7;10000;0;4.4;726;100;21;9;1;9
The Tower of Egbert: Creative Construction & Magic;puzzle;giggly mill;1;0;0;0;100000;0;4.4;216;100;25;10;6;4
Dead Town - Zombie survival;action;lemon puppy games;1;1;0;12;1000000;0;4.2;36048;100;24;13;4;13
traffic.io: Online Car Racing Game;racing;random velocity;1;1;1;0;50000;0;3.6;604;100;12;12;9;47
One touch Drawing;puzzle;ecapyc inc.;1;1;0;0;10000000;0;4.4;231325;100;23;10;2;8
RuneScape;role playing;jagex games studio;1;0;1;16;50000;0;4.8;58;100;5;5;0;0
Battle Knife;action;lifebelt games pte. ltd.;1;1;0;16;500000;0;3.5;12064;100;19;13;8;57
Spiral: Optical Illusions;role playing;alphonselessardss3;0;1;0;0;1000000;0;4.4;74976;100;10;6;3;12
IQ Test - How smart are you?;puzzle;plonk games;1;1;0;0;1000000;0;4.4;49924;100;35;6;2;10
100 Floors - Can you escape?;casual;tobi apps;1;1;0;0;10000000;0;4.3;20797;100;21;9;3;14
Mystery of Fortune 2;role playing;dotomchi games inc.;1;0;0;7;500000;0.89;4.3;19041;100;24;8;4;11
Bangle Bandy;arcade;seth pearson;0;0;0;0;5000;1.09;3.5;51;100;11;23;19;42
Hexacells;puzzle;suzies;0;0;0;0;5000;0.59;4.3;62;100;11;13;0;15
Infinity Loop Premium;puzzle;estoty entertainment llc;0;0;0;0;100000;1.79;4.7;5622;100;13;6;0;3
Linia;puzzle;black robot games;0;0;0;0;100000;0;4.4;1746;100;16;12;4;7
Stay Zen (Ad Free);arcade;peaceout games;0;0;0;0;50000;1.59;3.0;210;100;20;43;55;89
Match 22: Path To Perfection;puzzle;zero logic games;1;1;0;0;100000;0;4.8;10552;100;19;1;0;0
CARGO Cult;adventure;fpwing;0;1;0;0;5000;0;3.4;88;100;22;22;17;57
Tanks: Steel Storm  RTS RPG;strategy;wild rabbit games;0;0;0;7;1000;0.89;2.8;10;33;100;66;33;100
GOW ( Get Off Work );arcade;th studio 6158;0;0;0;0;5000;0.89;2.4;85;48;11;2;26;100
Defense Zone 3 Ultra HD;strategy;artem kotov;1;0;0;12;100000;2.69;4.7;727;100;18;4;2;2
Cryptogram Cryptoquote Puzzle;word;egghead games llc;1;0;0;0;10000;0;4.6;479;100;30;2;2;2
the Light;action;agaming+;0;0;0;12;10000;0.59;3.9;302;100;21;23;10;23
Colorzzle;puzzle;darong studio;0;0;0;0;100000;0.89;4.6;3333;100;26;8;2;2
Hide N Seek : Mini Game;action;finger legend inc.;1;0;1;0;1000000;0;4.0;1104;100;11;10;7;25
The Way Out;adventure;bander albarakati;0;0;0;0;5000;0.79;3.8;37;100;31;21;5;36
Slide Happy;arcade;seth pearson;0;0;0;0;1000;1.09;2.4;27;52;0;0;5;100
Castle of Nightmare Gold;role playing;dave studio;1;1;0;7;10000;0.89;3.4;150;100;34;15;23;57
Dots puzzle;puzzle;fatpingu;1;0;0;0;50000;2.29;3.8;192;100;37;31;14;26
Dungeon Master Grid;role playing;humberto cenachi;0;0;0;0;1000;1.69;3.3;23;100;10;30;30;60
Dale Kepler Big Dipper Shipper;action;panic vault;0;0;0;0;10000;0;4.0;101;100;13;7;10;21
Slider Mania Wonders Pro (Puzzles);puzzle;seralogic;0;0;0;0;10000;0.59;4.0;44;100;10;17;7;21
Square Paint;puzzle;infinitygames.io;1;1;0;0;500000;0;4.3;4755;100;15;13;7;7
Buff Knight Advanced - Retro RPG Runner;role playing;buff studio co.,ltd.;1;1;0;7;1000000;1.79;3.5;14004;100;32;24;18;52
klocki;puzzle;rainbow train;0;0;0;0;100000;0.50;4.4;2893;100;21;17;3;7
Resources - GPS MMO Game;simulation;un3x;1;0;1;12;500000;0;4.0;25172;100;12;8;5;25
Choices That Matter - text based game;adventure;tin man games;1;1;0;0;500000;0;4.6;8319;100;17;5;2;5
Cat Condo;casual;zepni ltd.;1;1;0;0;1000000;0;4.6;58825;100;13;4;1;5
Draw King for Chromecast;casual;shocking sheep studios;0;1;0;0;100000;0;3.5;309;100;31;14;16;48
1942 Arcade Shooter;arcade;onesoft;1;1;0;0;5000000;0;4.6;42137;100;12;4;1;4
Detective Story: Jack's Case - Hidden objects;adventure;azur interactive games limited;1;1;0;0;1000000;0;4.4;61644;100;31;13;3;6
Bubble Heroes Galaxy;adventure;bubble shooter games by ilyon;1;1;0;0;100000;0;4.6;6011;100;18;7;2;1
Mystery Match � Puzzle Adventure Match 3;puzzle;outplay entertainment ltd;1;1;0;0;1000000;0;4.5;108512;100;28;9;2;3
Bricks Ball Crusher;arcade;poseidongames;1;1;1;0;5000000;0;4.6;164041;100;13;6;2;5
Find Objects Hidden Object;board;rottz games;1;1;0;0;1000000;0;4.4;2463;100;34;14;3;5
Idle Shopping Mall Tycoon: Time Management & Money;simulation;lab cave games;1;1;0;0;1000000;0;3.7;25019;100;24;21;15;36
Bingo Showdown: Free Bingo Game � Live Bingo;casino;spicerack media;1;0;0;12;1000000;0;4.7;574866;100;10;4;1;1
Frantics;casual;playstation mobile inc.;0;0;0;0;500000;0;3.3;2981;100;24;19;19;70
2048 classic puzzle +5 games;puzzle;anomsoft solutions pvt ltd;1;1;0;0;500000;0;4.5;2488;100;26;6;4;5
Pets Jigsaw Puzzle Game;puzzle;fun apps and games by schach;0;1;0;0;50000;0;4.3;255;100;27;15;1;9
Maze World 3D;adventure;empire games;0;1;0;0;5000000;0;4.0;19154;100;21;17;8;23
FreeCell Solitaire;card;zynga;0;1;0;0;5000000;0;4.1;41258;100;44;18;7;16
Dentist Surgery ER Emergency Doctor Hospital Games;simulation;roadster inc - 3d games action & simulation;1;1;0;0;1000000;0;3.0;7091;96;13;14;13;100
Gin Rummy Free;card;ai factory limited;0;1;0;0;1000000;0;4.5;99285;100;41;10;2;4
Boom;casual;sergii arnaut;0;0;0;0;500;0;4.1;7;100;50;0;0;25
Euchre Free;card;ai factory limited;0;1;0;0;500000;0;4.4;23643;100;46;12;4;6
Candy Charming - 2019 Match 3 Puzzle Free Games;casual;707 interactive;1;1;0;12;5000000;0;4.8;54635;100;7;2;0;2
Candy Fever;casual;mobileguru;0;1;0;0;10000000;0;4.2;173376;100;24;16;6;12
Rainbow Hair Salon - Dress Up;casual;bear hug media inc;1;1;1;12;1000000;0;4.1;9104;100;15;13;6;18
Pzls jigsaw puzzles for adults;puzzle;goodsofttech;1;1;0;0;500000;0;4.3;1105;100;32;12;3;9
Fashion Hair Salon;casual;batoki - best apps for toddlers and kids;0;1;0;0;5000000;0;3.5;32525;100;18;15;12;55
2019 Champions Soccer League: Football Tournament;sports;lab cave games;0;1;0;0;1000000;0;3.7;26492;100;14;12;6;42
Sea Battle;action;byril;1;1;1;7;10000000;0;4.5;631699;100;15;5;1;7
Words to Emojis � Best Emoji Guessing Quiz Game;trivia;z infinity games private limited;1;1;0;0;500000;0;4.5;7729;100;17;7;2;6
Don't Push The Wrong Button;puzzle;rene wahl;1;0;0;0;500000;0;3.3;2986;100;19;18;12;70
Valiant Hearts The Great War;role playing;ubisoft entertainment;1;1;0;12;1000000;0;4.0;106766;100;8;5;4;27
Johnny Bonasera 1;adventure;rafael garc�a;0;0;0;12;100000;2.39;4.3;1786;100;11;9;4;14
GrowPhone;role playing;gameagit;1;1;0;0;50000;0;3.6;405;100;15;20;13;42
Fish & Trip;arcade;bloop games;1;1;0;0;500000;0;4.5;37939;100;13;5;2;9
Quiz Duel - 2 player quiz game<U+0001F4DA>;trivia;zero gravity games;1;1;0;0;10000;0;3.2;32;100;20;0;20;73
99 Snowballs for ARCore;sports;nextstage pro;0;0;0;0;1000;0;4.3;10;100;14;14;0;14
Real Flight Simulator: Airplane Flying 2018;simulation;sandy apps;0;1;0;0;100000;0;3.5;513;100;12;11;3;60
Scotland Yard Companion;board;christopher j. adkins;0;0;0;0;5000;0;3.5;35;100;10;10;15;47
Wire;arcade;ketchapp;1;1;0;0;500000;0;4.5;16803;100;5;2;1;10
Real Madrid Fantasy Manager'19- Real football live;sports;real madrid c.f.;1;1;0;0;5000000;0;4.3;70825;100;11;8;3;14
Trumpy Wall;arcade;harambe games;0;1;0;0;1000000;0;4.2;12961;100;23;10;1;17
Six.io Land Snake;arcade;apis games;1;1;0;0;1000000;0;4.1;8505;100;17;6;4;22
No Limit Racer;arcade;fast free games;0;1;0;0;1000000;0;4.3;13752;100;18;12;3;12
Talking Dice Roller - 3D Simulator;simulation;nettek ltd.;1;1;0;0;50000;0;3.9;133;100;24;13;6;29
TNT Master;puzzle;eafg. explosive action free games.;1;1;0;0;500000;0;3.8;5318;100;24;16;7;33
Stickman Soccer 2014;sports;djinnworks gmbh;1;1;0;0;10000000;0;4.5;695794;100;13;7;1;8
Extreme Stunts GT Racing Car;racing;madcap games;1;1;0;0;5000000;0;3.8;28791;100;14;13;6;35
City Driving - Traffic Control Puzzle;puzzle;tedra apps;1;1;0;0;100000;0;4.4;2642;100;14;9;5;10
Police Car Drift 3D;simulation;i6 games;0;1;0;0;1000000;0;4.2;28005;100;14;11;5;17
Traffic Lanes 1;strategy;shadowtree;0;1;0;0;500000;0;3.9;6022;100;18;16;11;26
Domino Fit;board;lhp studio;1;1;0;0;10000;0;4.0;165;100;35;20;6;24
Bingo Caller Machine (free Bingo Calling App);casino;app developers ltd;1;1;0;0;10000;0;3.3;57;100;29;29;8;70
Bingo 90;board;giuseppe romano;0;1;0;12;100000;0;3.2;498;100;20;38;14;81
Bingo number generator & caller;casual;marc apps & software;0;0;0;0;10000;0;4.3;60;100;11;11;7;11
Tents: A Geeky Puzzle Game;puzzle;etta apps;0;1;0;0;1000;0;2.7;18;33;83;50;33;100
Puzzle Revolution - All in One;puzzle;stanley lam;1;1;0;0;10000;0;4.2;339;100;48;12;5;12
Mini Bridge;card;hagay goshen;0;0;0;0;1000;0;3.3;15;100;0;12;12;62
Bingo Caller;board;scott adie;1;1;0;0;100000;0;4.1;237;100;14;8;2;22
Parks Puzzle;board;xymene games;0;1;0;0;10000;0;4.5;117;100;20;3;0;8
Football Legends: El Magico;sports;puzzle promotion;0;1;1;0;5000;0;4.2;76;100;3;1;1;22
Ascension;card;asmodee digital;1;0;0;0;100000;0;3.8;14463;100;29;13;11;32
Deadman Diaries;role playing;cubus games;0;0;0;12;5000;0.99;4.1;75;100;24;15;17;8
Talisman;board;asmodee digital;1;0;0;0;100000;3.49;4.0;8355;100;26;13;12;20
Blokee;board;hiukim yuen;0;1;0;0;1000;0;3.8;5;100;0;33;0;33
Sevenee;board;hiukim yuen;0;1;1;0;1000;0;4.4;19;100;7;14;7;7
Camel Up;board;outline development;0;0;0;12;5000;4.09;3.4;157;100;67;97;58;34
Colt Express;board;asmodee digital;0;0;1;7;10000;3.49;3.7;724;100;22;11;19;38
The House;action;egproject;0;0;0;12;100000;0.59;3.7;3601;100;18;31;13;33
The Game!;card;outline development;0;0;0;7;1000;4.09;4.4;69;100;45;20;5;2
Pool Break Pro 3D Billiards Snooker Carrom;sports;kinetic bytes;0;0;1;0;100000;2.09;4.4;11634;100;17;4;4;11
Dungeon999;role playing;moontm;1;1;0;0;500000;0.59;4.5;35354;100;28;11;2;3
D&D Lords of Waterdeep;board;playdek, inc.;1;0;1;0;10000;7.49;4.6;778;100;19;1;1;7
Onitama - The Strategy Board Game;board;asmodee digital;1;1;1;0;100000;0;4.6;3723;100;23;9;1;3
Patchwork The Game;puzzle;asmodee digital;1;0;1;0;10000;3.49;4.5;1971;100;22;5;4;5
SOMEDAY;adventure;thirteendays;0;0;0;7;100000;0.59;4.0;4244;100;22;13;9;21
Capital Cities Quiz Game;trivia;melo apps;0;1;0;0;100000;0;3.9;1279;100;31;11;1;35
Solitaire;card;lancelotgame;0;1;0;0;100000;0;4.5;4732;100;31;7;2;3
King Card Game (Trial Version);card;michael matveev;1;0;0;12;10000;0;3.5;173;100;36;10;3;64
MyFreeZoo Mobile;simulation;upjers gmbh;1;1;1;0;5000000;0;4.0;99675;100;25;9;5;26
Binary Puzzle;puzzle;chiwawa apps;0;1;0;0;10000;0;3.5;54;100;39;30;13;52
King HD - Rifki;card;alper games;0;1;0;0;100000;0;4.6;571;100;26;7;1;4
General Science Quiz Game - Science GK Questions;educational;smart quiz apps;0;1;0;0;100000;0;4.1;857;100;14;15;3;23
Virtual Table Tennis 3D;sports;clapfoot inc.;0;1;0;0;10000000;0;4.1;325272;100;17;11;3;20
My Town : Police Station;educational;my town games ltd;0;0;0;0;10000000;0;4.0;87613;100;12;9;7;23
Number Coloring � 3D No.Draw;casual;creative apps;1;1;0;0;5000000;0;4.2;47712;100;13;9;5;16
2 Minutes in Space - Missiles Vs. Asteroids;casual;rarepixels;1;1;0;0;500000;0;4.2;633;100;42;14;6;11
Nyan Cat: Lost In Space;arcade;istom games;1;1;0;0;10000000;0;4.6;400321;100;9;4;1;6
LlAMA with a beer!;arcade;enrick lambert;1;1;0;0;50000;0;4.0;4237;100;24;13;9;19
500 actors. Guess the movie actor.;trivia;play-ya;0;0;0;0;50000;0;4.2;324;100;24;17;3;16
Sudoku Vision;puzzle;rogerlebo;0;0;0;0;10000;0;4.4;654;100;4;2;2;13
Flow Free: Warps;puzzle;big duck games llc;1;1;0;0;1000000;0;4.6;11397;100;16;4;1;4
Bandit Six: Salvo;action;climax studios;1;0;0;7;10000;0;4.3;45;100;34;3;6;10
Prince of Persia : Escape;arcade;ketchapp;1;1;0;12;5000000;0;4.3;69226;100;20;8;4;10
Stickman Tank;arcade;wooden sword games;0;1;0;0;100000;0;4.1;1181;100;25;14;5;21
Play Room;casual;juicy software and games;0;1;0;0;500000;0;3.9;1995;100;16;10;7;27
Clumsy Cat;action;dingo games;1;0;0;0;500000;0;3.9;5473;100;28;20;13;26
Mega Ramp: Free Impossible Stunts;simulation;redcorner games;1;1;0;0;1000000;0;3.3;6692;100;10;15;10;66
Skate Lines;action;agens as;1;0;0;0;500000;0;4.7;18431;100;15;4;0;3
Air horn simulator;simulation;dmitsoft;0;1;0;0;5000000;0;4.0;7825;100;13;12;4;26
Tasty Blue;action;dingo games;1;0;0;7;5000000;0;3.5;47964;100;20;19;13;48
Bubble Word - Word Games Puzzle;word;genera games;1;1;0;0;1000000;0;4.5;33705;100;39;11;2;3
SpellPower Free;puzzle;rescapi;0;1;0;0;50000;0;3.6;354;100;96;55;21;37
Mikado free;board;lite games;0;1;0;0;1000000;0;3.6;11401;100;17;21;10;44
The Paranormal Society: Hidden Object Adventure;adventure;g5 entertainment;1;0;1;7;500000;0;4.4;47379;100;37;18;3;4
Sudoku - Free Brain Puzzle Game & Offline;puzzle;dotfinger games;1;1;0;0;1000000;0;4.5;10206;100;35;8;1;3
League of Stickman - Best action game(Dreamsky);action;dreamsky;1;1;0;12;1000000;0.59;4.1;84663;100;17;11;5;21
The House HD;action;egproject;0;0;0;16;100000;0.59;3.7;1912;100;18;14;12;39
Seekers Notes�;adventure;mytona;1;1;1;12;5000000;0;4.5;463045;100;33;11;2;3
QUIZ REWARDS: Trivia Game, Free Gift Cards Voucher;trivia;egames.com;1;1;0;0;1000000;0;3.0;1036;98;12;17;13;100
Woodblox Puzzle - Wood Block Wooden Puzzle Game;puzzle;minicades mobile;1;1;0;0;500000;0;4.7;4243;100;19;4;1;2
Stellar Age: MMO Strategy;strategy;crazy panda limited;1;0;1;0;1000000;0;4.4;47963;100;24;5;3;11
GP START;sports;mic-apps ltd;0;1;0;0;10000;0;4.1;345;100;27;20;3;20
Worm.io;action;kakashistudio;0;1;0;0;1000000;0;4.3;14862;100;15;9;3;12
Gran Turismo� Sport Companion;racing;playstation mobile inc.;0;0;1;0;100000;0;1.5;2968;10;2;2;6;100
Pimorize Pi Memorizer;puzzle;mampersat;0;0;0;0;10000;0;4.0;300;100;34;16;3;27
Streets of Rage 2 Classic;action;sega;1;1;0;12;1000000;0;4.3;12316;100;18;10;2;11
Redungeon;action;nitrome;1;1;0;12;1000000;0;4.5;66095;100;24;8;3;6
Super Dashy Knight;arcade;atvis ab;1;1;0;0;500000;0;4.0;5281;100;32;15;8;21
Tower Fortress;action;nitrome;1;1;0;12;1000000;0;4.3;18819;100;37;13;4;9
Giana Byte;arcade;milan dinic;0;0;0;7;50000;0;4.2;817;100;13;11;10;13
The Revenge of Shinobi Classic;action;sega;1;1;0;7;500000;0;4.0;5228;100;29;19;6;22
Chess - play, train & watch;board;chess24;1;0;0;0;100000;0;4.0;5756;100;25;15;6;21
Bloons Adventure Time TD;strategy;ninja kiwi;1;1;0;0;1000000;0;4.2;36046;100;23;14;6;15
Food Evolution - Clicker Game;casual;diced pixel, llc;1;1;0;0;1000000;0;4.6;7986;100;14;5;2;4
I Became a Dog;role playing;we like games;1;1;0;12;1000000;0;4.4;28038;100;18;9;4;9
Racing Limits;racing;sbk games;1;1;0;0;10000000;0;4.3;162562;100;17;9;4;12
Driving Zone 2;racing;avecreation;0;1;0;0;1000000;0;3.8;30532;100;19;14;7;35
Chess;board;cnvcs.com;0;1;1;0;1000000;0;4.3;16294;100;19;9;2;13
Mine Survival;adventure;wildsoda;1;1;0;7;5000000;0;4.1;83369;100;28;14;5;16
Go Kart Go! Ultra!;racing;xform games;0;1;0;7;10000000;0;3.7;83909;100;19;15;8;43
WDAMAGE: Car Crash Engine;racing;welg;1;1;0;0;1000000;0;3.8;56279;100;20;12;6;39
OpenTTD;simulation;pelya;0;0;1;0;1000000;0;4.2;46129;100;13;8;5;15
Subway Train Simulator 2D;simulation;eco city games;1;1;0;0;100000;0;4.3;1191;100;28;9;5;10
Train Driver Sim 2018 - Subway Driving Simulator;simulation;ania's creation;0;1;0;0;10000;0;3.5;59;100;9;6;6;57
Beholder;adventure;creative mobile games;1;0;0;12;50000;4.49;4.6;5323;100;13;4;0;5
Sheep Evolution - Merge and Create Mutant Lambs;casual;tapps games;1;1;0;0;50000;0;4.6;579;100;20;2;5;2
Pitch Penguin;music;riddle media;1;1;0;0;100;0;4.3;6;100;0;0;0;20
Block City Wars: Pixel Shooter with Battle Royale;simulation;d-games apps;1;1;1;7;10000000;0;4.3;905025;100;14;7;3;14
Redline: Drift;racing;okami interactive;1;1;0;0;1000000;0;3.9;9089;100;15;14;6;27
Drift Tuner 2019 - Underground Drifting Game;simulation;coller;0;1;0;0;1000000;0;3.7;15222;100;20;19;10;41
European War 6: 1804;strategy;easytech;1;0;0;12;500000;0;3.9;15235;100;35;21;11;23
F1 Mobile Racing;racing;codemasters software company ltd;1;1;0;0;1000000;0;4.0;104932;100;29;13;6;21
Faster Thinking: Brain training & Mind games;puzzle;thanhcs94;1;1;0;0;500000;0;4.4;2579;100;19;10;5;9
Improve Your Reaction Time;educational;johannes gro�;0;1;0;0;50000;0;4.2;241;100;26;16;0;17
Monkeynauts: Merge Monkeys!;casual;hyperbeard;1;1;0;0;100000;0;4.5;2225;100;23;6;2;7
Snake Vs Color;arcade;nano game;1;1;0;0;50000;0;3.6;340;100;32;25;21;36
Pepernoot!;arcade;moutchicco;1;0;0;0;10000;0;3.5;369;100;18;24;13;46
Teenage Style Guide: Fall 16;casual;bluebell lush interactive limited;1;1;1;12;1000000;0;4.2;8709;100;22;13;8;11
Teenage Style Guide SS 2017;casual;bluebell lush interactive limited;1;1;1;12;1000000;0;4.4;2219;100;15;9;3;10
12 MiniBattles - Two Players;arcade;shared dreams studios;0;1;0;7;5000000;0;4.3;42631;100;16;10;4;13
Dizzy Knight;adventure;noodlecake studios inc;1;1;0;12;10000;0;3.4;138;100;20;33;20;51
sn;strategy;general adaptive apps pty ltd;1;1;0;0;1000000;0;3.7;11237;100;18;18;7;38
Knives Out - No rules, just fight!;adventure;netease games;1;0;1;16;10000000;0;3.6;449386;100;14;11;7;49
ff;strategy;general adaptive apps pty ltd;1;1;0;0;10000000;0;4.0;75083;100;19;12;6;24
Sketch War io;action;sketch games, inc.;1;1;0;12;1000000;0;2.7;25127;69;14;14;10;100
FRONTLINE COMMANDO 2;action;glu;1;1;1;16;10000000;0;4.5;985338;100;20;8;2;6
DEER HUNTER CLASSIC;action;glu;1;1;0;16;50000000;0;4.4;3968629;100;22;8;2;8
